tick;adc
0.000000;-0.036087
1.000000;1.727737
2.000000;-0.259293
3.000000;-2.880096
4.000000;0.141235
5.000000;-2.522369
6.000000;2.215759
7.000000;-0.713531
8.000000;4.664505
9.000000;-2.168427
10.000000;1.626007
11.000000;-2.998795
12.000000;0.034454
13.000000;-4.385437
14.000000;-2.895752
15.000000;-5.152527
16.000000;-2.637451
17.000000;3.025970
18.000000;1.770782
19.000000;0.688492
20.000000;2.391220
21.000000;-5.834671
22.000000;0.334946
23.000000;0.333847
24.000000;2.096634
25.000000;2.747864
26.000000;-1.987656
27.000000;0.944366
28.000000;-0.019363
29.000000;0.016556
30.000000;0.930145
31.000000;1.731522
32.000000;-1.100540
33.000000;-3.578903
34.000000;1.349396
35.000000;2.984390
36.000000;6.153641
37.000000;-0.902466
38.000000;-6.954269
39.000000;5.585037
40.000000;2.163773
41.000000;4.552139
42.000000;-1.361694
43.000000;1.460678
44.000000;-3.124390
45.000000;1.709320
46.000000;0.623108
47.000000;1.439926
48.000000;3.033539
49.000000;1.756378
50.000000;-0.226730
51.000000;-0.197968
52.000000;2.473099
53.000000;-3.139236
54.000000;0.806564
55.000000;-1.933685
56.000000;0.962692
57.000000;2.613998
58.000000;-2.133148
59.000000;3.434204
60.000000;-2.317871
61.000000;-0.256516
62.000000;-1.989594
63.000000;-1.734695
64.000000;-2.394211
65.000000;-0.314728
66.000000;0.612503
67.000000;-2.099701
68.000000;1.705429
69.000000;-0.264236
70.000000;-3.751953
71.000000;-4.111984
72.000000;-0.879410
73.000000;2.782669
74.000000;0.678696
75.000000;-1.144958
76.000000;-0.098969
77.000000;2.581604
78.000000;2.266525
79.000000;2.874283
80.000000;5.155426
81.000000;0.897354
82.000000;-9.800003
83.000000;-0.230240
84.000000;2.494751
85.000000;-1.306793
86.000000;0.668045
87.000000;2.399918
88.000000;2.136612
89.000000;2.788895
90.000000;-0.182251
91.000000;-0.122345
92.000000;-10.652527
93.000000;2.745392
94.000000;-0.148773
95.000000;1.741730
96.000000;5.157547
97.000000;1.876999
98.000000;-1.798401
99.000000;1.165314
100.000000;4.639908
101.000000;-1.216568
102.000000;6.949539
103.000000;1.556549
104.000000;-4.762558
105.000000;0.371582
106.000000;3.034882
